CustomerID,Recency,Frequency,Monetary,Cluster
12660.0,10,1,245.1,1
12662.0,0,11,3849.78,2
12664.0,7,9,4881.88,2
12665.0,324,1,63.0,0
12667.0,57,1,620.13,1
12668.0,11,4,3807.15,2
12669.0,150,3,2744.0299999999997,2
12670.0,9,5,2996.05,2
12672.0,329,1,225.89999999999998,0
12673.0,4,2,610.52,1
12674.0,38,4,1970.6,2
12676.0,24,6,1331.39,2
12678.0,41,12,17628.46,2
12679.0,58,4,1113.02,2
12680.0,0,4,862.81,2
12681.0,14,22,13787.54,2
12682.0,3,31,12288.22,2
12683.0,3,15,8476.57,2
12684.0,7,7,2283.63,2
12685.0,27,6,2863.08,2
12686.0,371,1,89.14,0
12688.0,113,1,4873.8099999999995,2
12689.0,25,2,1247.61,2
12690.0,205,1,389.01,0
12691.0,27,6,1035.8,2
12693.0,126,4,855.91,1
12694.0,69,2,869.67,1
12695.0,6,4,582.1,1
12697.0,28,3,957.59,2
12700.0,7,4,4939.99,2
12701.0,79,2,797.71,1
12702.0,19,1,219.0,1
12703.0,70,1,283.55,1
12704.0,6,8,2340.84,2
12705.0,14,9,6868.29,2
12707.0,291,1,603.42,0
12708.0,29,10,2712.91,2
12709.0,14,15,9736.52,2
12710.0,96,3,1149.02,2
12712.0,28,13,4396.13,2
12713.0,0,1,848.55,1
12714.0,8,5,4708.86,2
12715.0,105,1,353.86,1
12716.0,3,2,1053.49,2
12717.0,150,2,1030.98,1
12718.0,70,1,238.25,1
12719.0,4,2,644.95,1
12720.0,2,25,5781.73,2
12721.0,31,6,2656.13,2
12722.0,84,4,997.63,2
12723.0,3,5,725.07,1
12724.0,4,4,1031.41,2
12725.0,370,1,427.8,0
12726.0,27,7,2609.1,2
12727.0,10,7,3980.7,2
12728.0,70,4,836.33,1
12729.0,113,1,453.01,1
12731.0,23,12,18895.91,2
12732.0,179,1,236.26000000000002,0
12733.0,233,1,383.95,0
12734.0,352,1,110.39999999999999,0
12735.0,314,2,779.5699999999999,0
12736.0,332,1,234.0,0
12738.0,371,1,155.35,0
12739.0,77,2,1013.04,1
12740.0,63,1,427.6,1
12743.0,133,2,546.43,1
12744.0,51,7,21279.29,2
12747.0,1,11,4196.01,2
12748.0,0,209,33719.73,2
12749.0,3,5,4090.88,2
12750.0,128,1,275.88,1
12752.0,80,1,4366.78,2
12753.0,22,6,21429.39,2
12754.0,235,3,3010.74,0
12755.0,280,2,3811.95,0
12756.0,86,1,112.07999999999998,1
12757.0,15,13,7857.1,2
12758.0,116,2,2791.59,2
12759.0,51,3,1531.44,2
12762.0,7,2,1898.52,2
12763.0,137,2,494.08,1
12764.0,316,1,1693.88,0
12766.0,3,7,6989.63,2
12769.0,238,1,1143.6,0
12770.0,210,1,1351.45,0
12772.0,59,1,892.47,1
12775.0,16,5,1386.04,2
12778.0,19,6,822.23,2
12779.0,37,8,3981.36,2
12781.0,63,2,826.74,1
12782.0,4,5,2330.92,2
12783.0,1,6,2225.91,2
12784.0,8,2,574.42,1
12785.0,363,1,311.95,0
12787.0,9,3,463.66,1
12789.0,64,1,91.85,1
12790.0,191,1,324.92,0
12791.0,373,1,192.60000000000002,0
12792.0,256,1,400.53999999999996,0
12793.0,334,2,545.48,0
12794.0,52,2,860.41,1
12795.0,18,1,430.48,1
12797.0,365,1,254.03,0
12798.0,9,3,6977.04,2
12802.0,186,1,427.58,0
12808.0,36,3,483.65000000000003,1
12809.0,177,1,489.31,0
12811.0,260,3,514.85,0
12812.0,44,1,229.64000000000001,1
12814.0,101,1,125.92,1
12815.0,147,2,1063.46,1
12816.0,95,2,572.2,1
12817.0,280,1,166.04,0
12818.0,261,1,1542.08,0
12820.0,2,4,942.34,2
12821.0,213,1,92.72,0
12822.0,70,2,948.88,1
12823.0,74,5,1759.5,2
12824.0,59,1,397.12,1
12826.0,2,7,1474.72,2
12827.0,5,3,430.15000000000003,1
12828.0,2,6,1018.71,2
12829.0,336,2,293.0,0
12830.0,37,6,6814.64,2
12831.0,261,1,215.05,0
12832.0,31,2,383.03,1
12833.0,144,1,417.38,1
12834.0,282,1,312.38,0
12836.0,58,4,2612.86,2
12837.0,172,1,134.1,0
12838.0,33,2,683.13,1
12839.0,2,14,5591.42,2
12840.0,143,4,2726.77,2
12841.0,4,25,4022.35,2
12842.0,69,2,1118.99,2
12843.0,65,8,1702.26,2
12844.0,28,2,325.96000000000004,1
12845.0,266,4,354.09,0
12847.0,21,1,871.54,1
12849.0,30,2,1050.8899999999999,2
12851.0,96,1,135.18,1
12852.0,294,1,311.55,0
12853.0,134,6,1957.1000000000001,2
12854.0,78,3,1324.5,2
12855.0,372,1,38.1,0
12856.0,7,6,2179.93,2
12857.0,210,2,1106.4,0
12863.0,51,1,521.2,1
12864.0,137,1,147.12,1
12865.0,25,2,1568.23,2
12866.0,282,1,559.12,0
12867.0,25,7,4036.82,2
12868.0,185,6,1607.0600000000002,2
12871.0,83,2,380.64,1
12872.0,326,2,599.97,0
12873.0,281,1,374.0,0
12875.0,142,2,343.2300000000001,1
12876.0,57,2,2218.02,2
12877.0,3,12,1535.77,2
12878.0,235,2,854.99,0
12879.0,44,3,573.22,1
12881.0,275,1,298.0,0
12882.0,8,2,1463.04,2
12883.0,24,4,703.47,1
12884.0,87,1,309.05,1
12885.0,62,3,1175.22,2
12886.0,67,2,1378.4,2
12888.0,213,2,354.12,0
12890.0,23,1,380.46999999999997,1
12891.0,185,3,331.0,0
12893.0,30,1,188.14,1
12895.0,41,2,372.8,1
12897.0,204,2,216.5,0
12901.0,8,28,17654.54,2
12902.0,264,1,138.68,0
12904.0,17,2,509.58,1
12906.0,11,5,2919.81,2
12908.0,175,2,750.0,0
12909.0,39,5,2178.67,2
12910.0,22,8,3075.04,2
12912.0,2,5,1662.3,2
12913.0,4,5,2483.63,2
12915.0,148,2,363.65,0
12916.0,138,4,3006.15,2
12917.0,127,1,594.0,1
12919.0,7,6,1335.19,2
12920.0,16,1,164.23,1
12921.0,8,37,16587.09,2
12922.0,160,1,405.38,0
12923.0,63,1,176.97,1
12924.0,87,4,933.7,2
12925.0,4,2,694.05,1
12928.0,34,5,2062.7000000000003,2
12929.0,311,1,117.85,0
12930.0,77,2,415.8,1
12931.0,21,15,42055.96,2
12933.0,23,3,607.53,1
12935.0,1,7,2160.7,2
12936.0,16,4,1063.9,2
12937.0,14,4,1504.27,2
12938.0,25,1,114.14,1
12939.0,63,8,11581.8,2
12940.0,54,2,913.54,1
12942.0,130,3,683.9,1
12944.0,35,2,604.51,1
12945.0,287,1,462.95,0
12947.0,143,6,1603.99,2
12948.0,15,7,2064.95,2
12949.0,30,8,4167.22,2
12950.0,1,3,1843.0,2
12951.0,8,6,1064.07,2
12952.0,5,4,1387.79,2
12953.0,9,1,329.85,1
12955.0,0,11,4757.16,2
12956.0,305,1,108.07,0
12957.0,9,8,4017.54,2
12962.0,6,2,266.39,1
12963.0,7,8,1856.63,2
12965.0,88,1,771.91,1
12966.0,9,1,160.18,1
12967.0,357,2,1660.9,0
12968.0,111,1,135.95,1
12970.0,6,4,452.24,1
12971.0,3,86,11189.91,2
12974.0,197,1,144.8,0
12976.0,211,1,738.6,0
12977.0,155,1,39.239999999999995,0
12980.0,157,9,7374.900000000001,2
12981.0,29,2,372.21999999999997,1
12982.0,242,1,390.54,0
12984.0,18,1,97.5,1
12985.0,0,2,1239.38,2
12987.0,73,2,558.7,1
12988.0,291,1,535.32,0
12989.0,2,15,6924.110000000001,2
12990.0,30,3,409.5,1
12991.0,22,2,503.76,1
12993.0,22,4,414.76,1
12994.0,3,3,974.4200000000001,2
12995.0,84,1,211.32,1
12997.0,21,4,1226.89,2
12999.0,195,3,455.88,0
13000.0,106,3,534.85,1
13001.0,3,13,9818.82,2
13002.0,317,1,120.94999999999999,0
13003.0,105,3,149.05,1
13004.0,11,18,5655.91,2
13005.0,173,2,513.7,0
13006.0,55,1,81.57,1
13008.0,322,1,229.46999999999997,0
13011.0,371,1,50.550000000000004,0
13012.0,8,8,1661.8400000000001,2
13013.0,0,13,4810.9400000000005,2
13014.0,10,10,3466.2799999999997,2
13015.0,52,5,3346.28,2
13016.0,72,3,789.89,1
13017.0,6,1,204.0,1
13018.0,15,28,7277.7,2
13021.0,3,9,2616.38,2
13023.0,63,2,689.9,1
13026.0,0,5,975.36,2
13027.0,113,6,6912.0,2
13028.0,22,2,661.3199999999999,1
13029.0,30,3,1247.5,2
13030.0,10,2,799.48,1
13032.0,51,2,1010.18,2
13033.0,356,1,190.55,0
13034.0,54,2,642.77,1
13035.0,73,2,921.88,1
13037.0,137,3,881.07,1
13038.0,79,3,908.46,1
13040.0,8,2,676.99,1
13043.0,272,1,516.42,0
13044.0,290,1,560.47,0
13045.0,98,1,305.28000000000003,1
13046.0,30,2,629.31,1
13047.0,31,10,3237.54,2
13048.0,13,4,1835.91,2
13049.0,63,2,656.6800000000001,1
13050.0,14,17,5836.86,2
13052.0,211,1,348.15000000000003,0
13055.0,77,3,1214.41,2
13058.0,24,3,271.40000000000003,1
13059.0,249,1,183.4,0
13060.0,253,1,307.53,0
13061.0,71,1,248.61,1
13062.0,190,1,346.98,0
13064.0,12,4,1119.49,2
13065.0,372,1,205.86,0
13066.0,23,2,470.8,1
13067.0,81,1,115.46000000000001,1
13068.0,9,2,344.0,1
13069.0,0,24,4436.12,2
13070.0,191,1,228.8,0
13072.0,266,1,177.15,0
13075.0,129,1,919.61,1
13077.0,0,4,729.27,1
13078.0,2,26,12627.94,2
13079.0,3,5,220.10000000000002,1
13080.0,178,1,58.08,0
13081.0,11,11,28337.38,2
13082.0,125,9,3613.63,2
13083.0,3,2,303.75,1
13085.0,157,2,416.08000000000004,0
13089.0,2,97,58825.83,2
13090.0,8,14,8910.82,2
13091.0,27,1,345.82,1
13092.0,70,5,477.83,1
13093.0,275,8,7832.47,2
13094.0,20,12,1927.3200000000002,2
13095.0,70,1,74.39999999999999,1
13097.0,32,10,6010.42,2
13098.0,0,28,28882.44,2
13099.0,98,1,207.35999999999999,1
13101.0,233,1,101.19,0
13102.0,0,24,6424.09,2
13103.0,39,1,243.94,1
13104.0,2,6,1098.48,2
13106.0,132,1,76.5,1
13107.0,43,4,1531.6200000000001,2
13108.0,372,1,350.06,0
13109.0,59,2,786.54,1
13110.0,30,7,1488.67,2
13113.0,0,24,12245.960000000001,2
13115.0,11,4,2294.78,2
13116.0,137,1,501.14,1
13117.0,21,8,984.91,2
13118.0,19,5,1197.81,2
13120.0,238,1,30.599999999999998,0
13121.0,268,1,283.73,0
13122.0,93,2,922.39,1
13124.0,89,3,3866.33,2
13126.0,4,8,2099.64,2
13127.0,77,1,259.17,1
13130.0,93,1,64.0,1
13131.0,22,3,1073.3,2
13132.0,261,1,77.3,0
13133.0,273,2,109.8,0
13134.0,85,4,1793.58,2
13135.0,196,1,3096.0,2
13136.0,55,5,2607.61,2
13137.0,10,8,3650.41,2
13138.0,21,6,962.39,2
13139.0,15,7,5064.94,2
13140.0,107,3,423.72,1
13141.0,84,5,2388.75,2
13142.0,18,1,307.09,1
13144.0,332,1,110.95,0
13145.0,39,4,618.52,1
13146.0,25,1,228.91,1
13147.0,9,4,712.8000000000001,1
13148.0,28,12,3707.12,2
13149.0,13,4,1676.06,2
13151.0,295,1,1257.8700000000001,0
13153.0,5,1,486.22,1
13155.0,32,4,971.76,2
13157.0,48,4,1741.22,2
13158.0,94,4,1201.06,2
13159.0,8,4,1437.85,2
13160.0,21,1,91.8,1
13161.0,312,1,112.75,0
13162.0,121,4,1688.29,2
13165.0,45,2,1021.48,2
13166.0,282,1,417.2,0
13167.0,18,4,791.33,1
13168.0,35,4,1319.19,2
13169.0,63,2,712.88,1
13170.0,26,1,116.00999999999999,1
13171.0,21,3,468.41,1
13173.0,3,2,353.65,1
13174.0,15,3,2817.03,2
13176.0,45,1,492.84,1
13177.0,64,1,282.45,1
13178.0,25,11,5725.47,2
13182.0,44,1,121.18,1
13183.0,7,9,3957.78,2
13184.0,14,10,1701.29,2
13185.0,267,1,71.4,0
13186.0,39,3,1575.89,2
13187.0,336,1,236.02,0
13188.0,10,1,114.60000000000001,1
13189.0,18,2,260.68,1
13192.0,94,2,911.94,1
13193.0,60,1,117.88,1
13194.0,135,1,60.7,0
13196.0,10,4,1797.78,2
13198.0,9,6,3401.2400000000002,2
13199.0,3,38,9817.12,2
13200.0,18,4,870.09,2
13203.0,9,4,869.46,2
13207.0,14,2,250.26000000000002,1
13208.0,58,6,1223.9,2
13209.0,29,8,5891.61,2
13210.0,93,1,353.48,1
13211.0,9,3,1197.42,2
13212.0,19,3,788.08,1
13213.0,56,5,1520.58,2
13216.0,267,1,333.74,0
13217.0,121,3,533.98,1
13218.0,126,1,62.63999999999999,1
13220.0,77,4,819.2900000000001,1
13221.0,239,2,847.41,0
13223.0,199,2,163.20000000000002,0
13224.0,59,2,2155.95,2
13225.0,2,7,6463.84,2
13226.0,272,1,108.21000000000001,0
13227.0,201,1,257.7,0
13228.0,80,1,358.0,1
13229.0,225,1,160.95,0
13230.0,3,14,2806.97,2
13232.0,12,7,1357.6,2
13233.0,73,2,605.12,1
13235.0,211,1,1031.07,0
13236.0,24,2,744.85,1
13238.0,16,4,700.73,1
13239.0,261,1,329.56,0
13240.0,95,4,663.65,1
13242.0,111,3,270.40000000000003,1
13243.0,202,1,600.07,0
13244.0,92,1,121.74000000000001,1
13245.0,50,1,430.5,1
13246.0,17,6,1987.3,2
13247.0,17,4,501.12,1
13248.0,124,2,465.68,1
13249.0,91,3,711.41,1
13253.0,156,2,1030.4,0
13255.0,8,2,399.51,1
13258.0,11,3,698.58,1
13259.0,61,1,292.32,1
13260.0,60,1,557.62,1
13261.0,268,2,944.1,0
13262.0,262,1,200.29,0
13263.0,0,35,7454.07,2
13265.0,52,5,2107.66,2
13266.0,10,12,3834.2599999999998,2
13267.0,2,19,4521.49,2
13268.0,17,11,3214.69,2
13269.0,0,15,5346.2300000000005,2
13270.0,365,1,590.0,0
13271.0,36,1,217.38,1
13272.0,30,2,276.56,1
13273.0,112,1,138.98,1
13276.0,63,2,590.9300000000001,1
13277.0,15,4,258.4,1
13278.0,40,1,542.73,1
13279.0,77,1,137.75,1
13280.0,121,3,814.86,1
13282.0,17,3,1132.14,2
13283.0,59,2,93.66,1
13284.0,330,1,201.19,0
13285.0,22,4,2709.12,2
13291.0,155,1,361.11,0
13292.0,38,2,578.9399999999999,1
13294.0,189,2,873.74,0
13295.0,359,1,201.20000000000002,0
13296.0,136,1,87.4,1
13297.0,7,4,2089.85,2
13298.0,0,1,360.0,1
13299.0,267,1,142.5,0
13300.0,168,1,371.89,0
13301.0,103,4,618.09,1
13302.0,154,1,63.75,0
13304.0,350,1,300.42,0
13305.0,3,10,2000.86,2
13307.0,119,1,15.0,1
13308.0,22,3,1385.51,2
13309.0,6,5,1456.79,2
13310.0,27,3,1132.03,2
13311.0,3,2,598.57,1
13313.0,21,5,1555.32,2
13314.0,1,3,775.94,1
13316.0,36,4,5977.7300000000005,2
13317.0,65,6,2273.68,2
13318.0,0,3,640.76,1
13319.0,4,26,10845.550000000001,2
13320.0,77,4,1548.7,2
13321.0,71,2,567.36,1
13322.0,16,1,199.48000000000002,1
13323.0,2,5,787.85,2
13324.0,35,10,7121.95,2
13325.0,81,1,675.3,1
13327.0,38,8,3627.77,2
13328.0,315,1,1308.48,0
13329.0,31,2,789.0,1
13330.0,92,3,1140.93,2
13332.0,13,1,350.9,1
13334.0,81,3,3536.82,2
13336.0,76,1,795.12,1
13338.0,157,1,487.02,0
13339.0,200,1,860.12,0
13340.0,44,7,10736.48,2
13341.0,260,1,775.85,0
13343.0,177,1,353.43,0
13344.0,67,3,2543.72,2
13345.0,287,1,389.5,0
13347.0,69,1,341.36,1
13348.0,63,1,233.76,1
13349.0,10,1,247.32,1
13350.0,15,2,979.12,2
13351.0,65,1,373.94,1
13352.0,59,1,397.97999999999996,1
13354.0,70,1,743.53,1
13355.0,121,1,674.7,1
13356.0,79,1,768.24,1
13357.0,256,1,609.95,0
13358.0,268,1,439.03,0
13359.0,63,1,439.56,1
13362.0,8,4,3090.7400000000002,2
13363.0,17,2,992.5,2
13364.0,70,1,134.95999999999998,1
13365.0,33,2,2225.37,2
13366.0,49,1,56.160000000000004,1
13368.0,256,2,623.4,0
13369.0,365,1,308.28000000000003,0
13370.0,371,1,754.87,0
13372.0,89,1,378.64,1
13373.0,60,3,3312.25,2
13375.0,88,1,778.65,1
13376.0,98,3,1019.76,2
13379.0,25,3,572.56,1
13381.0,31,6,3639.31,2
13382.0,280,1,222.99,0
13384.0,30,7,4151.93,2
13385.0,329,1,534.57,0
13388.0,130,2,677.1,1
13389.0,10,3,797.96,1
13390.0,74,1,544.08,1
13391.0,203,1,59.8,0
13394.0,1,8,2520.02,2
13395.0,184,1,307.72,0
13396.0,28,2,1360.99,2
13397.0,72,5,1544.13,2
13398.0,191,1,457.34,0
13402.0,126,2,621.23,1
13403.0,17,1,75.0,1
13404.0,0,2,252.49,1
13405.0,73,3,572.451,1
13408.0,1,62,28117.04,2
13410.0,23,5,1003.06,2
13411.0,106,1,213.55,1
13414.0,133,3,1390.5,2
13416.0,43,2,712.5,1
13417.0,4,2,640.83,1
13418.0,11,18,6127.43,2
13419.0,63,1,221.06,1
13420.0,149,2,159.85,0
13421.0,39,2,1851.08,2
13422.0,63,1,2626.3,2
13425.0,107,3,1624.21,2
13426.0,0,10,3641.32,2
13427.0,18,3,582.6,1
13428.0,9,1,218.47,1
13429.0,10,4,1006.8,2
13430.0,18,2,679.45,1
13431.0,66,2,1269.1,2
13434.0,73,2,534.24,1
13435.0,4,7,3809.8900000000003,2
13436.0,1,1,196.89,1
13437.0,13,7,3408.06,2
13439.0,254,1,283.71,0
13441.0,91,1,296.64,1
13447.0,22,3,1129.14,2
13448.0,16,6,3539.37,2
13449.0,23,1,291.88,1
13450.0,26,6,2043.7199999999998,2
13451.0,25,5,2976.15,2
13452.0,258,2,590.0,0
13453.0,165,2,356.97999999999996,0
13455.0,24,2,1058.34,2
13456.0,17,6,1766.72,2
13458.0,6,14,9646.57,2
13460.0,28,2,183.44,1
13461.0,38,3,1445.0,2
13462.0,252,1,151.5,0
13464.0,57,1,674.68,1
13466.0,183,1,307.9,0
13467.0,10,2,1083.71,2
13468.0,1,37,5704.97,2
13470.0,98,2,165.0,1
13471.0,0,4,2531.58,2
13473.0,60,2,422.64,1
13474.0,235,1,229.59,0
13475.0,190,4,1431.78,0
13476.0,178,2,1238.47,0
13477.0,37,6,1454.58,2
13479.0,200,2,300.95,0
13481.0,45,5,1804.56,2
13482.0,231,1,184.64,0
13483.0,65,1,140.34,1
13484.0,240,1,313.8,0
13485.0,232,1,454.24,0
13486.0,77,3,1122.41,2
13487.0,57,3,575.4,1
13488.0,16,13,8968.31,2
13489.0,104,4,449.52,1
13491.0,51,10,1215.82,2
13492.0,135,3,1269.84,2
13493.0,274,2,618.63,0
13494.0,311,1,316.26000000000005,0
13495.0,7,5,2044.8700000000001,2
13496.0,10,2,653.33,1
13497.0,282,2,348.05,0
13499.0,17,5,1159.11,2
13500.0,22,3,1166.77,2
13501.0,287,1,1340.32,0
13502.0,16,3,292.0,1
13503.0,70,1,216.85,1
13504.0,63,1,295.93,1
13505.0,72,4,4393.63,2
13506.0,315,2,458.52,0
13507.0,2,4,2479.16,2
13508.0,243,1,110.97,0
13509.0,8,7,979.72,2
13510.0,0,4,1791.56,2
13512.0,260,1,251.21,0
13513.0,126,1,205.1,1
13514.0,73,1,152.20000000000002,1
13515.0,72,4,891.12,1
